loggingTime,loggingSample,identifierForVendor,motionTimestamp_sinceReboot,motionYaw,motionRoll,motionPitch,motionRotationRateX,motionRotationRateY,motionRotationRateZ,motionUserAccelerationX,motionUserAccelerationY,motionUserAccelerationZ,motionAttitudeReferenceFrame,motionQuaternionX,motionQuaternionY,motionQuaternionZ,motionQuaternionW,motionGravityX,motionGravityY,motionGravityZ,motionMagneticFieldX,motionMagneticFieldY,motionMagneticFieldZ,motionMagneticFieldCalibrationAccuracy
1596230596.326068,16,0,102928.51752775,1.995901604573545,-1.203833976004878,1.156824581883978,-0.1967926770448685,-0.8225347399711609,0.05866345763206482,-0.0508580207824707,0.09640824794769287,0.06747007369995117,2,0.6426743805891404,0.1216956091737882,0.412209668944276,0.6342264681944865,-0.3754680454730988,-0.9155304431915283,-0.1443196386098862,-23.79471588134766,-43.60719299316406,15.90066528320312,2
1596230596.367714,17,0,102928.54762675,1.984832162625833,-1.217308943497555,1.155674278336854,-0.0455445796251297,-0.6252894997596741,-0.04825184866786003,-0.008598297834396362,-0.06258487701416016,-0.1134191155433655,2,0.6460114762500417,0.1134166105909596,0.4047157829070587,0.6371900117383724,-0.378366231918335,-0.9150670766830444,-0.139611691236496,-23.51531219482422,-43.67279815673828,16.11834716796875,2
1596230596.38615,18,0,102928.5777247917,1.98508713961686,-1.233356812969048,1.15370631589579,-0.02350852079689503,-0.5683876276016235,0.1868946254253387,0.02174276113510132,0.02535390853881836,-0.1641690731048584,2,0.6491167084470688,0.1076499546158032,0.4002281566808819,0.637868779602892,-0.3822564780712128,-0.9142716526985168,-0.1341179758310318,-23.31835174560547,-43.50621032714844,16.36331176757812,2
1596230596.422713,19,0,102928.6078227917,1.991348322290187,-1.259213269943113,1.149599065405978,-0.007100893184542656,-0.7593180537223816,0.1653871834278107,0.1420446634292603,-0.08618855476379395,-0.1145337224006653,2,0.6537174419858132,0.09991588755979508,0.395112376279099,0.6376180510802526,-0.3891673684120178,-0.9126001000404358,-0.1253406405448914,-23.06686401367188,-43.49775695800781,17.04556274414062,2
1596230596.446466,20,0,102928.6379217917,1.984777652867903,-1.291562861250911,1.133999878218421,-0.3589338064193726,-1.887565612792969,0.7272558808326721,0.3142801225185394,-0.004371762275695801,-0.190839946269989,2,0.6595719659354479,0.08164586835052035,0.3873630714194763,0.6389434300713327,-0.4066534638404846,-0.9061115384101868,-0.1165975481271744,-23.00395965576172,-43.40066528320312,17.116455078125,2
1596230596.486752,21,0,102928.6680197917,1.986598933533076,-1.359232538185001,1.112175463542193,0.07172947376966476,-2.200655698776245,0.622768223285675,0.1956996023654938,0.2369213104248047,-0.1091591119766235,2,0.6713810807442899,0.05258397866739456,0.3723688775405781,0.6386109623085447,-0.432841420173645,-0.8966639041900635,-0.09296473860740662,-22.98390197753906,-43.20835113525391,18.07400512695312,2
1596230596.506486,22,0,102928.6981187917,2.021403973656748,-1.440118471773917,1.10094974583068,0.8212326169013977,-0.8796330094337463,0.189397007226944,-0.3808823525905609,0.3418119549751282,0.265724778175354,2,0.6850593622775867,0.03457744723497969,0.3595592281256472,0.6326258177986426,-0.4488896727561951,-0.8916377425193787,-0.05899614095687866,-22.57606506347656,-42.62399291992188,19.2269287109375,2
1596230596.541342,23,0,102928.7282167917,2.078317395029132,-1.484814998705667,1.113197250308118,0.8332493305206299,0.9907583594322205,-0.8399125933647156,-0.5725887417793274,0.2156965732574463,0.09266245365142822,2,0.692131113910111,0.04455120783690042,0.3582090187589407,0.625025008309755,-0.4401639699935913,-0.8971158266067505,-0.03793942183256149,-22.44712066650391,-42.39881896972656,20.87890625,2
1596230596.568627,24,0,102928.7583157917,2.127592538997629,-1.512877002346427,1.148135656254742,0.6065818071365356,-0.06692609190940857,-1.212026953697205,-0.1451901793479919,-0.1501353979110718,-0.111484706401825,2,0.6955902178521792,0.06543672146361473,0.35290263047852,0.6223601115460825,-0.4095008373260498,-0.9120007753372192,-0.02374456822872162,-21.07234191894531,-42.48493194580078,21.77700805664062,2
1596230596.602525,25,0,102928.7884147917,2.158781943018105,-1.559021056551064,1.179025049628131,0.4023187458515167,-0.6792334914207458,-0.6799925565719604,0.3804568350315094,-0.0006499290466308594,0.1716312170028687,2,0.7017355266799251,0.07293316233175412,0.3368445737177478,0.623525443000521,-0.3818002343177795,-0.9242342114448547,-0.00449600862339139,-19.91921234130859,-42.5166015625,22.34494018554688,2
1596230596.627185,26,0,102928.8185127917,2.195910089215474,-1.615713573416537,1.191755424049614,0.3855263888835907,-1.070225358009338,-0.3847218751907349,-0.04432791471481323,-0.1317694187164307,-0.01833271980285645,2,0.7092263758016149,0.0728389944411858,0.3244484949726106,0.6216315291161909,-0.3696568310260773,-0.9290199279785156,0.01661514304578304,-18.56234741210938,-42.39364624023438,23.46768188476562,2
1596230596.662979,27,0,102928.8486117917,2.222136834208524,-1.668712104689955,1.208619899490884,0.2957742214202881,-0.2445239871740341,-0.6427910327911377,0.05836057662963867,-0.03382682800292969,0.04340064525604248,2,0.7156857981815018,0.07150133271205167,0.3085366214418498,0.6224843020822437,-0.352613627910614,-0.9351279139518738,0.0346372053027153,-17.63685607910156,-42.54418182373047,24.01751708984375,2
1596230596.68711,28,0,102928.8787097917,2.265953821174522,-1.704878232073168,1.221200589856899,0.5102917551994324,0.210392564535141,-0.3924680650234222,0.07748168706893921,-0.07430541515350342,-0.05174970626831055,2,0.7186481793982832,0.08024218189451893,0.30534800385376,0.6195713719151804,-0.3394440710544586,-0.939511239528656,0.04578802734613419,-16.65068817138672,-42.46605682373047,24.85824584960938,2
1596230596.723186,29,0,102928.9088087917,2.302465977147687,-1.73667955754215,1.230334652910068,0.1463557779788971,0.001200020313262939,-0.2447939217090607,0.3982169330120087,-0.01726460456848145,0.3507595062255859,2,0.7211590390193396,0.08659616295095429,0.302454539124583,0.6172132286393803,-0.3293390572071075,-0.9426006078720093,0.05513850972056389,-16.37511444091797,-42.48724365234375,25.15750122070312,2
1596230596.747292,30,0,102928.9389067917,2.309484369248265,-1.747276618540291,1.229741114737718,0.1035159528255463,-0.4070256650447845,0.2179314196109772,0.2916884124279022,-0.06640052795410156,-0.05592036247253418,2,0.7225118028496778,0.08566499029730851,0.3009705576645787,0.616486096012323,-0.3292870223522186,-0.9424022436141968,0.05872359126806259,-16.18517303466797,-42.13596343994141,25.49716186523438,2
