loggingTime,loggingSample,identifierForVendor,accelerometerTimestamp_sinceReboot,accelerometerAccelerationX,accelerometerAccelerationY,accelerometerAccelerationZ,gyroTimestamp_sinceReboot,gyroRotationX,gyroRotationY,gyroRotationZ
1596059346.245513,1,0,9799.229204666668,0.11798095703125,-0.9608306884765625,-0.2802734375,9799.220422666667,-0.03425091505050659,-0.0915999561548233,-0.06057626008987427
1596059346.263435,2,0,9799.259299666668,0.113983154296875,-0.9659423828125,-0.246185302734375,9799.250517666667,-0.02580203674733639,-0.1755161583423615,0.144446387887001
1596059346.293443,3,0,9799.289394666668,0.032470703125,-0.9575958251953125,-0.2895355224609375,9799.280613666668,-0.03681820258498192,-0.2513920068740845,0.006187055725604296
1596059346.32481,4,0,9799.319490666667,0.064849853515625,-0.9639434814453125,-0.2818603515625,9799.310708666668,0.04179058969020844,-0.1796552538871765,0.009956493973731995
1596059346.354944,5,0,9799.349585666667,0.0974884033203125,-0.959320068359375,-0.3359527587890625,9799.340803666668,0.0165970865637064,-0.3063684403896332,-0.007937551476061344
1596059346.384046,6,0,9799.379680666667,0.0346832275390625,-0.98492431640625,-0.305938720703125,9799.370899666666,0.106893427670002,-0.3759568631649017,-0.001279382617212832
1596059346.415959,7,0,9799.409776666667,0.0244140625,-0.94024658203125,-0.2949981689453125,9799.400994666667,0.1500416994094849,-0.6453766226768494,-0.04842692241072655
1596059346.444036,8,0,9799.439871666667,-0.1806182861328125,-0.9247283935546875,-0.3934783935546875,9799.431089666667,0.1637900024652481,-0.4943812191486359,0.009017730131745338
1596059346.475753,9,0,9799.469966666667,-0.017364501953125,-0.9574127197265625,-0.27410888671875,9799.461185666667,0.2796265780925751,0.03306101262569427,-0.3688382208347321
1596059346.504129,10,0,9799.500062500001,0.1336669921875,-0.9552459716796875,-0.2821502685546875,9799.4912805,0.149152472615242,-0.1120674163103104,-0.1949596405029297
1596059346.535682,11,0,9799.530157500001,0.0869903564453125,-0.988037109375,-0.2141265869140625,9799.5213755,0.179642990231514,-0.2873191237449646,-0.1504387706518173
1596059346.564346,12,0,9799.560252500001,0.0319976806640625,-0.9823455810546875,-0.1620635986328125,9799.551471500001,0.2455756813287735,-0.01456962153315544,-0.1357493102550507
1596059346.596728,13,0,9799.5903485,0.12457275390625,-0.96905517578125,-0.1688385009765625,9799.581566500001,0.1993932723999023,0.02100728079676628,-0.2196681797504425
1596059346.625164,14,0,9799.6204435,0.15447998046875,-1.016983032226562,-0.157012939453125,9799.611661500001,0.1733914911746979,0.07004912197589874,-0.06596330553293228
1596059346.657302,15,0,9799.6505385,0.1215362548828125,-0.963592529296875,-0.2125091552734375,9799.641756500001,0.1045905873179436,0.08564752340316772,-0.02633440122008324
1596059346.684766,16,0,9799.6806345,0.090301513671875,-0.982269287109375,-0.2206268310546875,9799.671852500001,0.2094504237174988,0.1157726719975471,0.03072302415966988
1596059346.716684,17,0,9799.710729500001,0.047698974609375,-0.986541748046875,-0.1697235107421875,9799.7019475,0.1140349581837654,0.2215145528316498,0.06677130609750748
1596059346.745004,18,0,9799.740824500001,0.0216217041015625,-0.9783172607421875,-0.13494873046875,9799.7320425,0.1619361788034439,0.4403888285160065,0.04195224493741989
1596059346.775189,19,0,9799.770920500001,0.1414642333984375,-0.9672393798828125,-0.162200927734375,9799.7621385,0.1176411435008049,0.4550045430660248,-0.02423796243965626
1596059346.80505,20,0,9799.801015500001,0.1107330322265625,-0.98675537109375,-0.2371978759765625,9799.7922335,0.115777999162674,0.4926999807357788,0.1723174452781677
1596059346.839044,21,0,9799.831110500001,-0.0089111328125,-0.980621337890625,-0.2180938720703125,9799.8223285,0.2066636979579926,0.5893213152885437,0.07468249648809433
1596059346.865303,22,0,9799.861205500001,0.03143310546875,-0.9535369873046875,-0.14068603515625,9799.852424500001,0.2080384194850922,0.7547441124916077,0.03366502001881599
1596059346.896556,23,0,9799.8913015,0.1118011474609375,-1.042449951171875,-0.166748046875,9799.882519500001,0.2035251557826996,0.8117714524269104,0.03581605479121208
1596059346.9258,24,0,9799.9213965,0.19061279296875,-0.95556640625,-0.1996612548828125,9799.912614500001,0.06737877428531647,0.457834392786026,0.0446644052863121
1596059346.958694,25,0,9799.9514915,0.07916259765625,-0.951812744140625,-0.2048492431640625,9799.942710500001,0.1736958920955658,0.2439626008272171,0.1401610970497131
1596059346.985664,26,0,9799.9815875,-0.0145111083984375,-0.9934539794921875,-0.0641632080078125,9799.972805500001,0.08796527236700058,0.1734109371900558,0.0184093676507473
1596059347.018695,27,0,9800.0116825,0.06732177734375,-0.954986572265625,-0.122222900390625,9800.002900500001,0.0354008674621582,0.147154301404953,-0.03038720041513443
1596059347.045961,28,0,9800.041777500001,-0.011474609375,-0.9977264404296875,-0.15802001953125,9800.0329965,0.0894973948597908,0.07321003079414368,-0.03219548612833023
1596059347.076045,29,0,9800.071873500001,0.029052734375,-0.967010498046875,-0.1588287353515625,9800.0630915,0.06349961459636688,0.1160142198204994,-0.1639809459447861
1596059347.108251,30,0,9800.101968500001,0.1445465087890625,-0.9934539794921875,-0.1419677734375,9800.0931865,0.09352675825357437,0.09494941681623459,-0.1722535192966461
1596059347.137357,31,0,9800.132063500001,0.168182373046875,-1.005508422851562,-0.06842041015625,9800.123282500001,-0.02053403668105602,0.03937616944313049,-0.1157425791025162
1596059347.166262,32,0,9800.1621595,0.0726165771484375,-1.000839233398438,-0.126556396484375,9800.153377500001,0.04796619340777397,-0.09115760773420334,-0.02388535812497139
