loggingTime,loggingSample,identifierForVendor,accelerometerTimestamp_sinceReboot,accelerometerAccelerationX,accelerometerAccelerationY,accelerometerAccelerationZ,gyroTimestamp_sinceReboot,gyroRotationX,gyroRotationY,gyroRotationZ
1595774572.472205,1,0,460235.80644425,0.321044921875,-0.7955169677734375,-0.356109619140625,460235.77759325,-0.01216292288154364,-0.212554082274437,0.005290369503200054
1595774572.48046,2,0,460235.83654525,0.417266845703125,-0.9368896484375,-0.3954925537109375,460235.80769425,0.07254850119352341,0.3600172996520996,-0.08625552803277969
1595774572.519501,3,0,460235.86664625,0.0776214599609375,-0.8619537353515625,-0.3112335205078125,460235.83779525,-0.07847483456134796,0.2669856250286102,0.2185118347406387
1595774572.540728,4,0,460235.8967472501,0.196563720703125,-0.883880615234375,-0.347930908203125,460235.86789625,-0.101007841527462,0.2295133471488953,-0.05782601609826088
1595774572.586218,5,0,460235.92684825,0.3199920654296875,-0.89947509765625,-0.53594970703125,460235.89799725,-0.07100493460893631,0.7821096777915955,-0.04556934908032417
1595774572.600986,6,0,460235.95695025,0.4630279541015625,-0.7559814453125,-0.5841217041015625,460235.92809825,-0.04968313500285149,0.5959262251853943,0.2337557673454285
1595774572.64325,7,0,460235.98705125,0.47967529296875,-0.8554840087890625,-0.47113037109375,460235.9582002501,0.099197156727314,-0.01922056637704372,-0.1607702374458313
1595774572.661224,8,0,460236.01715225,0.2153472900390625,-0.86541748046875,-0.434539794921875,460235.98830125,0.1117281317710876,-0.06757345050573349,0.1032579466700554
1595774572.692554,9,0,460236.04725325,0.3792266845703125,-0.8220367431640625,-0.4584808349609375,460236.01840225,0.1840401440858841,-0.2990551590919495,-0.008768457919359207
1595774572.72269,10,0,460236.07735425,0.3776092529296875,-0.90460205078125,-0.423004150390625,460236.04850325,0.290990024805069,-0.270361453294754,-0.07409153878688812
1595774572.764988,11,0,460236.1074552501,0.2273101806640625,-0.8652801513671875,-0.39044189453125,460236.07860425,0.2912297248840332,-0.4049054086208344,0.01217916794121265
1595774572.781616,12,0,460236.13755725,0.224609375,-0.8692474365234375,-0.3730316162109375,460236.10870525,0.2893649637699127,-0.5825662016868591,-0.1041807308793068
1595774572.827211,13,0,460236.16765825,0.191253662109375,-0.89410400390625,-0.4277191162109375,460236.1689082501,0.4052412211894989,-0.2042010724544525,-0.1315010339021683
1595774572.841763,14,0,460236.19775925,0.1259613037109375,-0.8601226806640625,-0.4168243408203125,,,,
1595774572.88501,15,0,460236.22786025,0.150390625,-0.8715362548828125,-0.340545654296875,460236.19900925,0.3697263896465302,-0.1868974417448044,-0.2382748872041702
1595774572.902049,16,0,460236.25796125,0.1611328125,-0.8737640380859375,-0.410247802734375,460236.22911025,0.5158553719520569,0.1478168964385986,-0.3511138260364532
1595774572.943393,17,0,460236.28806225,0.0818634033203125,-0.8687744140625,-0.3568572998046875,460236.2592112501,0.4839698672294617,0.166452094912529,-0.457495391368866
1595774572.962175,18,0,460236.3181642501,0.2511444091796875,-0.7815093994140625,-0.2736968994140625,460236.28931225,0.5109066963195801,0.4189208149909973,-0.6228084564208984
1595774572.992654,19,0,460236.34826525,0.3480377197265625,-0.9783935546875,-0.3837738037109375,460236.31941425,0.2452616840600967,1.438848614692688,-0.3423690497875214
1595774573.022833,20,0,460236.37836625,0.5573883056640625,-0.8479156494140625,-0.335784912109375,460236.34951525,0.6271432638168335,1.158697962760925,-0.3179020583629608
1595774573.064249,21,0,460236.40846725,0.675750732421875,-0.66937255859375,-0.164031982421875,460236.3796162501,0.4533440470695496,0.5653318166732788,-0.4575736820697784
1595774573.082574,22,0,460236.43856825,0.5499420166015625,-0.9390106201171875,-0.2859954833984375,460236.40971725,0.4319519400596619,0.8381167650222778,-0.2177120894193649
1595774573.123708,23,0,460236.46866925,0.2115325927734375,-1.101806640625,0.0667877197265625,460236.43981825,0.4972968697547913,0.1675972491502762,-0.05716661736369133
1595774573.142901,24,0,460236.49877025,0.4951019287109375,-0.8078765869140625,0.1136016845703125,460236.4699192501,0.325882762670517,0.1848478764295578,-0.3342046141624451
1595774573.185423,25,0,460236.5288722501,0.5080718994140625,-1.014663696289062,-0.000823974609375,460236.50002025,0.3661739826202393,0.6667149066925049,-0.3426998257637024
1595774573.203106,26,0,460236.55897325,0.430877685546875,-0.93804931640625,0.026397705078125,460236.53012225,0.09696196764707565,0.5184748768806458,0.09940674901008606
1595774573.24791,27,0,460236.5890748751,0.3193511962890625,-0.8937530517578125,-0.1054534912109375,460236.56022325,-0.1298826336860657,0.7072951197624207,-0.1411720365285873
1595774573.263184,28,0,460236.619175875,0.49285888671875,-0.9577484130859375,-0.30865478515625,460236.590324875,-0.1021775007247925,0.8432270884513855,-0.07579782605171204
1595774573.308634,29,0,460236.649276875,0.7367706298828125,-0.8639373779296875,-0.593231201171875,460236.620425875,0.1164613664150238,0.9216779470443726,0.1670156121253967
1595774573.323567,30,0,460236.679377875,0.595123291015625,-0.642486572265625,-0.2212066650390625,460236.650526875,0.2730621695518494,-0.01116104144603014,-0.08360648155212402
1595774573.368404,31,0,460236.709478875,0.385955810546875,-1.0126953125,-0.0540924072265625,460236.710728875,0.4610999822616577,-0.8216145038604736,-0.1720388680696487
1595774573.383642,32,0,460236.739580875,0.4319000244140625,-0.879364013671875,0.10809326171875,,,,
1595774573.430847,33,0,460236.769681875,0.58123779296875,-0.6234588623046875,-0.0805511474609375,460236.740830875,0.1342973560094833,-0.2590406239032745,-0.1115094870328903
